year,state,pop_2016.x,pct_pop_age0-18_2016,pct_pop_age19-25_2016,pct_pop_age26-34_2016,pct_pop_age35-54_2016,pct_pop_age55-64_2016,pct_pop_age65_2016,pct_citizen_2016,pct_male_2016,pct_female_2016,pct_white_2016,pct_black_2016,pct_hispanic_2016,pct_asian_2016,pct_native_2016,pct_pacific_2016,pct_two_or_more_races_2016,pct_fpv<100_2016,pct_fpv100-199_2016,pct_fpv200-399_2016,pct_fpv>400_2016,med_house_income_2016,pct_unemployed_2016,avg_monthly_SNAP_2016,expend_per_cap_2016,forclosure_rate_2016,pct_change_monthly_umployment_2016,pct_change_monthly_SNAP_2016,economic_distress_rank_2016,pct_any_mental_illness_2016,pct_serious_mental_illness_2016,any_mental_illness_2016,serious_mental_illness_2016,cancer_death_rate_2016,death_rate_2016,cvs_death_rate_2016,firearm_death_rate_2016,opioid_od_death_rate_2016,all_drug_od_death_rate_2016,flu_pna_death_2016,pct_smoke_2017,reported_poor_health_2017,expansion_2017,total_medicaid_enroll_2017,expansion_group_enrolled_2017,expansion_group_newly_eligible_enrolled_2017,hosp_expense_inpatient_day_2016,hosp_rate_gov_hosp_2016,hosp_rate_nonprofit_hosp_2016,hosp_rate_forprofit_hosp_2016,hosp_rate_total_2016,pct_uninsured_2013,pct_uninsured_2016,pct_change_uninsured_2013_2016,herfindahl_hirschman_Index_2016,market_share_largest_insure_2016,no_insure_>5%_mark_share_2016,gross_margins_per_member_2016,total_pc_hpsa_2017,pop_hpsa_2017,pct_needs_met_2017,no_practitioners_needed_2017,pct_hdhp_2017,avg_fam_prem_employee_cont_2017,avg_fam_prem_employer_cont_2017,avg_fam_prem_total_2017,avg_sing_prem_employee_cont_2017,avg_sing_prem_employer_cont_2017,avg_sing_prem_total_2017,hc_exp_per_cap_2014,avg_bench_mktplace_prem,pct_pot_mkt_pop_enrol_2016,no_insur_provid_2016,insur_spend_per_cap_2014,pct_not_hav_pcp_2017,quality_rank_2016,quality_value_2016,no_pcp_2018,no_specialist_2018,no_total_md_2018,pop_2016.y,land_area,pop_density,no_pcp_per_pop,no_specialists_per_pop,(no_total_md_pop = (no_total_md_2018/pop_2016.x) * 1000)
2016,Massachusetts,6779600,22,10,14.000000000000002,26,14.000000000000002,15,90,49,51,0.72,0.07,0.12,0.07,NA,NA,0.01,9.629999999999999,12.44,24.54,53.39,72266,3.3000000000000003,779192,8997,1403,-32.1,-1.5,29,0.19,0.043,NA,NA,150.2,669,134.8,3.4,29.7,33,14.1,0.137,0.152,1,1853800,398300,0,2955.25,14,488,92,594,5.4,3.5000000000000004,-1.7999999999999998,2217,36,5,-17,68,539073,38.66,113,43,5571,15482,21053,1747,5284,7031,10559,257,59,10,5302,13.4,2,0.76,15609,20347,35956,6779600,7838,864.9655524368461,2.30234822113399,3.001209510885598,5.303557732019589
2016,Michigan,9893200,23,9,12,26,14.000000000000002,16,96,49,51,0.75,0.14,0.05,0.03,NA,NA,0.02,11.21,15.989999999999998,31.34,41.449999999999996,57091,5,1473614,5481,1698,-5.800000000000001,-6.5,43,0.171,0.044,NA,NA,166.4,785.4,200.6,12.3,18.5,24.4,13.7,0.193,0.184,1,2321200,636800,592800,2245.07,19,507,59,584,16.1,7.5,-8.6,3370,52,5,44,361,2193779,55.87,320,51,3646,15283,18929,1385,5003,6388,8055,260,43,11,3950,15.2,34,-0.251,18301,20065,38366,9893200,56539,174.9801022303189,1.8498564670682893,2.028160756883516,3.878017223951805
2016,Minnesota,5436600,25,8,11,27,13,16,96,49,51,0.8,0.06,0.06,0.04,NA,NA,0.02,8.77,11.68,30.220000000000002,49.34,70218,4,478783,6666,2550,7.5,-3.9,24,0.179,0.042,NA,NA,148.6,648.1,114.9,7.6,7.4,12.5,7.8,0.145,0.127,1,1246000,222900,222300,2207.59,88,513,NA,601,10.8,5.7,-5.1,3228,45,4,-45,128,464373,47.65,78,65.9,4998,13509,18507,1362,4906,6268,8871,260,22,4,4603,25.3,4,0.727,8619,9239,17858,5436600,79617,68.28441162063379,1.5853658536585367,1.699407718059081,3.2847735717176176
2016,Mississippi,2948100,26,10,11,26,13,15,99,48,52,0.58,0.37,0.03,NA,NA,NA,0.01,21.26,20.91,28.52,29.310000000000002,41099,5.7,582658,6614,2741,-10.2,-11.700000000000001,51,0.17,0.038,NA,NA,187.7,948.9,233.1,19.9,6.2,12.1,23.4,0.222,0.253,0,729700,NA,NA,1176.14,384,310,124,819,24.8,17.7,-7.1,2937,43,4,42,117,1747991,41.160000000000004,344,51.1,5137,12206,17343,1309,4569,5878,7646,279,26,3,4045,23.5,50,-1.123,3165,3402,6567,2948100,46914,62.84051669011382,1.0735728096061872,1.1539635697567925,2.2275363793629794
2016,Missouri,5888700,25,9,12,25,12,17,97,48,52,0.79,0.11,0.04,0.02,NA,NA,0.03,13.13,17.31,31.66,37.91,55016,4.7,810690,4042,1923,12.6,-8,26,0.176,0.041,NA,NA,167,808.2,192.1,19,15.9,23.6,15.1,0.208,0.19,0,983600,NA,NA,2262.21,84,498,89,671,18.3,12.7,-5.6000000000000005,1984,27,5,48,250,2314257,16.99,622,64.8,4654,14109,18763,1318,5036,6354,8107,314,43,6,4354,23.799999999999997,37,-0.338,9318,10761,20079,5888700,68898,85.4698249586345,1.5823526414998217,1.827398237301951,3.4097508788017725
2016,Montana,1035500,23,8,12,24,14.000000000000002,19,99,50,50,0.89,0.01,0.03,0.01,NA,NA,0.03,12.1,17.87,31.319999999999997,38.7,57075,4.1000000000000005,116626,6124,4475,3.3000000000000003,3.6999999999999997,19,0.201,0.053,NA,NA,145.9,743.2,154.4,18.9,4.2,11.7,11.1,0.172,0.16,1,213100,58100,58100,1509.39,38,670,41,749,23.1,12.1,-11,5409,70,3,-21,122,330385,38.37,63,60.9,4845,13087,17932,1122,5641,6763,8221,322,48,3,3882,28.599999999999998,23,0.178,1156,1154,2310,1035500,145556,7.114100414960565,1.116368903911154,1.1144374698213424,2.2308063737324964
2016,Nebraska,1876100,27,10,12,24,10,16,94,49,51,0.78,0.04,0.13,0.03,NA,<.01,0.02,9.84,15.920000000000002,33.43,40.8,59374,3.3000000000000003,175851,6088,2261,10.100000000000001,0.6,12,0.18,0.04,NA,NA,153.6,707,140.3,9.1,2.4,6.4,14.3,0.154,0.149,0,238900,NA,NA,1883.36,87,572,12,672,15,12.1,-2.8000000000000003,3516,48,3,-18,111,28024,56.02,6,59.3,4854,13345,18199,1351,4954,6305,8412,332,36,4,4536,19.900000000000002,12,0.432,2878,2715,5593,1876100,76878,24.4036005098988,1.5340333670913064,1.4471510047438836,2.98118437183519
2016,Nevada,2943200,25,9,13,25,13,16,92,50,50,0.52,0.09,0.27,0.08,NA,NA,0.03,10.209999999999999,19.67,36.199999999999996,33.92,55431,5.4,439782,4394,821,-14.799999999999999,1.2,19,0.179,0.041,NA,NA,157.3,762.6,205.9,16.8,13.3,21.7,18.1,0.176,0.203,1,597400,203900,203900,1895.32,66,138,319,524,27.1,15.299999999999999,-11.700000000000001,4272,57.99999999999999,3,29,90,1235504,51.23,205,48.8,5529,11692,17221,1255,4501,5756,6714,286,36,3,3417,33.800000000000004,35,-0.304,3035,3045,6080,2943200,109806,26.8036355026137,1.0311905409078554,1.0345882033161184,2.065778744223974
2016,New Hampshire,1318100,21,9,11,25,16,17,97,49,51,0.92,0.01,0.03,0.02,NA,NA,0.02,6.529999999999999,11.97,27.91,53.59,76260,2.8000000000000003,98464,4371,2270,-11,-7.7,48,0.19,0.049,NA,NA,164.1,721.5,151.1,9.3,35.8,39,11.8,0.157,0.139,1,192100,53900,53700,2431.08,NA,412,78,490,15.7,9,-6.7,2581,39,4,25,32,117263,56.69,19,75.6,5578,13652,19230,1649,5021,6670,9589,262,50,5,4880,12.9,6,0.696,1976,2191,4167,1318100,8969,146.9617571635634,1.4991275320537136,1.6622411046202867,3.161368636674
2016,New Jersey,8851500,23,9,11,27,14.000000000000002,16,90,49,51,0.58,0.13,0.18,0.11,NA,NA,NA,9.53,14.97,24.67,50.83,68468,4.9,879987,6321,563,4.6,-4.6,6,0.153,0.035,NA,NA,149.7,668.5,164.7,5.5,16,23.2,10.7,0.137,0.184,1,1703200,562800,562800,2694.32,11,480,52,543,18.9,11,-8,4100,60,4,39,35,28823,54.900000000000006,13,40.699999999999996,5431,15238,20669,1595,5479,7074,8859,332,44,5,5081,20.8,9,0.571,14610,15459,30069,8851500,7419,1193.0853214718966,1.6505677003897645,1.7464836468395186,3.397051347229283
2016,New Mexico,2045000,26,10,11,24,14.000000000000002,15,94,49,51,0.37,0.02,0.46,NA,NA,NA,0.01,17.86,23.18,28.17,30.79,48451,6.800000000000001,471247,8690,1173,4,4.7,2,0.187,0.043,NA,NA,138.8,753.4,150.6,18.1,17.5,25.2,14.6,0.175,0.214,1,881200,253400,253400,2634.68,83,175,152,410,27.700000000000003,12.6,-15.1,3021,35,3,-9,104,1048498,23,261,47.8,5255,13483,18738,1335,4940,6275,7214,212,36,4,4155,28.499999999999996,38,-0.363,2869,2795,5664,2045000,121365,16.849997940098053,1.4029339853300733,1.3667481662591687,2.769682151589242
2016,New York,19482300,23,9,14.000000000000002,26,12,17,91,48,52,0.57,0.14,0.18,0.09,<.01,NA,0.01,12,16.5,28.09,43.41,61437,4.9,2968227,7633,1471,3.2,-1.5,10,0.173,0.04,NA,NA,147.5,640.7,177.8,4.4,15.1,18,18.3,0.141,0.173,1,6317200,2070800,285600,2559.38,133,639,NA,772,15.299999999999999,8.5,-6.800000000000001,993,14.000000000000002,8,-1,197,5821682,41.81,1205,45.1,5878,15439,21317,1568,5741,7309,9778,393,22,15,5338,17.2,13,0.43,40077,48342,88419,19482300,47224,412.5508216161274,2.0570979812445143,2.481329206510525,4.5384271877550395
2016,North Carolina,10068300,24,10,12,25,13,16,95,48,52,0.61,0.21,0.1,0.03,NA,NA,0.02,13.66,17.130000000000003,32.71,36.49,53764,5.1,1568387,4380,1168,-11.700000000000001,-10.100000000000001,44,0.183,0.046,NA,NA,161.6,782.4,155.8,13.7,15.4,19.7,16.5,0.172,0.191,0,2027900,NA,NA,1919.19,156,348,35,539,22.400000000000002,15.1,-7.3,4386,60,3,73,159,1902580,47.22,322,60.6,5833,12268,18101,1391,4957,6348,7264,389,54,3,3859,21.2,32,-0.194,13187,14755,27942,10068300,48718,206.66488772117083,1.3097543776009852,1.4654906985290466,2.775245076130032
2016,North Dakota,749500,25,10,15,23,13,15,97,51,49,0.85,0.03,0.04,NA,0.04,NA,0.03,11.12,13.68,34.31,40.89,60184,3.1,54252,9841,14760,15.1,3.1,15,0.167,0.04,NA,NA,142.7,688.4,140.9,11.9,7.6,10.6,14.5,0.183,0.153,1,93600,21400,20400,1997.97,NA,908,17,925,13.4,8.9,-4.3999999999999995,5857,74,3,27,80,196600,35.839999999999996,38,45.7,4684,13202,17886,1182,5159,6341,9851,330,26,3,4410,29.099999999999998,11,0.473,1106,887,1993,749500,68994,10.863263472185988,1.475650433622415,1.1834556370913942,2.659106070713809
